school_name,school_number,region,level3_plus_22_23,student_count_22_23,level3_plus_23_24,student_count_23_24,exam
RIVERVIEW ELEMENTARY SCHOOL,3641,E5,0.30000000000000004,88,0.22,59,Grade 4 ELA
ROBINSON ELEMENTARY SCHOOL,3681,E4,0.32,83,0.27,79,Grade 4 ELA
ROBLES ELEMENTARY SCHOOL,3761,TN2,0.13,77,0.16,90,Grade 4 ELA
ROLAND PARK K-8 MAGNET SCHOOL,3802,E1,0.71,98,0.63,96,Grade 4 ELA
ROOSEVELT ELEMENTARY SCHOOL,3801,E1,0.74,115,0.76,119,Grade 4 ELA
RUSKIN ELEMENTARY SCHOOL,3841,TN3,0.14,97,0.1,126,Grade 4 ELA
SCHMIDT ELEMENTARY SCHOOL,3851,E3,0.34,73,0.26,92,Grade 4 ELA
SCHWARZKOPF ELEMENTARY SCHOOL,3861,E2,0.59,97,0.63,104,Grade 4 ELA
SEFFNER ELEMENTARY SCHOOL,3881,E3,0.36000000000000004,54,0.24,58,Grade 4 ELA
SEMINOLE HEIGHTS ELEMENTARY SCHOOL,3921,E2,0.22000000000000003,41,0.57,54,Grade 4 ELA
SESSUMS ELEMENTARY SCHOOL,3922,E5,0.39999999999999997,151,0.46,134,Grade 4 ELA
SHAW ELEMENTARY SCHOOL,3951,TN3,0.13,82,0.19,86,Grade 4 ELA
SHEEHY ELEMENTARY SCHOOL,0051,TN3,0.11000000000000001,46,0.11,63,Grade 4 ELA
SHORE ELEMENTARY MAGNET SCHOOL,3961,E1,0.36,61,0.29,55,Grade 4 ELA
SPRINGHEAD ELEMENTARY SCHOOL,4161,E4,0.22,109,0.36,113,Grade 4 ELA
STOWERS ELEMENTARY SCHOOL,0085,E5,0.68,163,0.71,147,Grade 4 ELA
SULPHUR SPRINGS K-8 SCHOOL,4201,TN4,0.18000000000000002,49,0.24,85,Grade 4 ELA
SUMMERFIELD CROSSINGS ELEMENTARY SCHOOL,0084,E5,0.34,165,0.29,168,Grade 4 ELA
SUMMERFIELD ELEMENTARY SCHOOL,4211,E5,0.32,95,0.29,131,Grade 4 ELA
SYMMES ELEMENTARY SCHOOL,4212,E5,0.39,52,0.42,57,Grade 4 ELA
TAMPA BAY BOULEVARD ELEM. SCHL,4241,E1,0.21000000000000002,70,0.17,104,Grade 4 ELA
TAMPA HEIGHTS ELEMENTARY MAGNET,2401,TN1,0.28,51,0.27,62,Grade 4 ELA
TAMPA PALMS ELEMENTARY SCHOOL,4261,E3,0.6000000000000001,134,0.49,114,Grade 4 ELA
TEMPLE TERRACE ELEM. SCHOOL,4281,TN2,0.2,70,0.18,87,Grade 4 ELA
THOMPSON ELEMENTARY,0125,TN3,0.28,138,0.28,109,Grade 4 ELA
THONOTOSASSA ELEMENTARY SCHOOL,4361,TN1,0.44999999999999996,53,0.28,61,Grade 4 ELA
TINKER K-8 SCHOOL,4381,E1,0.58,63,0.55,65,Grade 4 ELA
TOWN & COUNTRY ELEMENTARY SCHL,4441,E2,0.23,57,0.24,54,Grade 4 ELA
TRAPNELL ELEMENTARY SCHOOL,4481,E4,0.35000000000000003,83,0.25,80,Grade 4 ELA
TURNER-BARTELS K-8 SCHOOL,0069,E3,0.53,149,0.38,137,Grade 4 ELA
TWIN LAKES ELEMENTARY SCHOOL,4561,E2,0.11000000000000001,84,0.07,76,Grade 4 ELA
VALRICO ELEMENTARY SCHOOL,4581,E4,0.64,126,0.59,125,Grade 4 ELA
WALDEN LAKE ELEMENTARY SCHOOL,4591,E4,0.45,140,0.43,142,Grade 4 ELA
WARREN HOPE DAWSON ELEMENTARY,0005,E5,0.38,154,0.36,179,Grade 4 ELA
WASHINGTON ELEMENTARY SCHOOL,4601,TN2,0.25,36,0.18,40,Grade 4 ELA
WEST SHORE ELEMENTARY SCHOOL,4681,E1,0.46,66,0.38,48,Grade 4 ELA
WEST TAMPA ELEMENTARY SCHOOL,4722,E1,0.38,55,0.3,54,Grade 4 ELA
WESTCHASE ELEMENTARY SCHOOL,4651,E2,0.58,136,0.59,154,Grade 4 ELA
WILSON ELEMENTARY SCHOOL,4801,E4,0.32,48,0.29,48,Grade 4 ELA
WIMAUMA ELEMENTARY SCHOOL,4841,E5,0.18000000000000002,79,0.16,91,Grade 4 ELA
WITTER ELEMENTARY SCHOOL,4921,TN2,0.14,64,0.15,73,Grade 4 ELA
WOODBRIDGE ELEMENTARY SCHOOL,4941,E2,0.22,98,0.17,106,Grade 4 ELA
YATES ELEMENTARY SCHOOL,4961,E4,0.2,98,0.25,89,Grade 4 ELA
ALAFIA ELEMENTARY SCHOOL,0271,E4,0.41000000000000003,97,0.22,97,Grade 4 Math
ALEXANDER ELEMENTARY SCHOOL,0081,E2,0.4,86,0.25,67,Grade 4 Math
ANDERSON ELEMENTARY SCHOOL,0121,E1,0.38,47,0.2,49,Grade 4 Math
APOLLO BEACH ELEMENTARY SCHOOL,0141,E5,0.47,84,0.27,113,Grade 4 Math
BAILEY ELEMENTARY SCHOOL,0092,E4,0.29,99,0.15,131,Grade 4 Math
BALLAST POINT ELEMENTARY SCHL,0161,E1,0.56,66,0.19,63,Grade 4 Math
BAY CREST ELEMENTARY SCHOOL,0191,E2,0.23,93,0.07,81,Grade 4 Math
BELLAMY ELEMENTARY SCHOOL,1776,E2,0.41000000000000003,99,0.08,108,Grade 4 Math
BELMONT ELEMENTARY SCHOOL,0009,E5,0.2,130,0.07,177,Grade 4 Math
BEVIS ELEMENTARY SCHOOL,0361,E5,0.61,172,0.44,128,Grade 4 Math
BING ELEMENTARY SCHOOL,0261,E4,0.14,77,0.05,76,Grade 4 Math
BOYETTE SPRINGS ELEM. SCHOOL,0311,E5,0.43000000000000005,142,0.43,157,Grade 4 Math
BROOKER ELEMENTARY SCHOOL,0401,E5,0.39,132,0.17,127,Grade 4 Math
BROWARD ELEMENTARY SCHOOL,0441,TN3,0.17,29,0.11,35,Grade 4 Math
BRYAN ELEMENTARY SCHOOL,0521,E4,0.22000000000000003,90,0.11,110,Grade 4 Math
BRYANT ELEMENTARY SCHOOL,0527,E2,0.73,161,0.66,144,Grade 4 Math
BUCKHORN ELEMENTARY SCHOOL,0571,E4,0.42000000000000004,141,0.24,109,Grade 4 Math
BURNEY ELEMENTARY SCHOOL,0641,TN1,0.13999999999999999,60,0.13,52,Grade 4 Math
CANNELLA ELEMENTARY SCHOOL,0691,E2,0.34,80,0.14,84,Grade 4 Math
CARROLLWOOD K-8 SCHOOL,0701,E3,0.44,87,0.25,117,Grade 4 Math
CHIARAMONTE ELEMENTARY SCHOOL,0771,E1,0.23,52,0.17,41,Grade 4 Math
CHILES ELEMENTARY SCHOOL,0772,E3,0.54,170,0.53,148,Grade 4 Math
CIMINO ELEMENTARY SCHOOL,0802,E4,0.48,119,0.3,116,Grade 4 Math
CITRUS PARK ELEMENTARY SCHOOL,0801,E2,0.6,85,0.3,64,Grade 4 Math
CLAIR-MEL ELEMENTARY SCHOOL,0841,TN1,0.21,80,0.06,66,Grade 4 Math
CLARK ELEMENTARY SCHOOL,0851,E3,0.55,129,0.55,172,Grade 4 Math
CLAYWELL ELEMENTARY SCHOOL,0861,E3,0.5,100,0.2,98,Grade 4 Math
CLEVELAND ELEMENTARY SCHOOL,0881,TN1,0.3,27,0.09,23,Grade 4 Math
COLLINS PK-8 SCHOOL,0065,E5,0.3,181,0.16,152,Grade 4 Math
COLSON ELEMENTARY SCHOOL,0931,E4,0.26,113,0.12,102,Grade 4 Math
CORK ELEMENTARY SCHOOL,1001,E4,0.22000000000000003,107,0.08,116,Grade 4 Math
CORR ELEMENTARY SCHOOL,0054,E5,0.19999999999999998,107,0.09,99,Grade 4 Math
CRESTWOOD ELEMENTARY SCHOOL,1021,E2,0.21999999999999997,124,0.13,135,Grade 4 Math
CYPRESS CREEK ELEMENTARY SCHL,1051,E5,0.24,134,0.15,175,Grade 4 Math
DAVIS ELEMENTARY SCHOOL,0056,E2,0.21000000000000002,86,0.07,90,Grade 4 Math
DEER PARK ELEMENTARY SCHOOL,0100,E2,0.5,160,0.31,179,Grade 4 Math
DESOTO ELEMENTARY SCHOOL,1081,TN2,0.27,30,0.11,27,Grade 4 Math
DICKENSON ELEMENTARY SCHOOL,1101,E1,0.25,95,0.11,90,Grade 4 Math
DOBY ELEMENTARY SCHOOL,0072,E5,0.28,81,0.05,107,Grade 4 Math
DOROTHY C YORK PK-8 MAGNET SCHOOL,0011,E5,0.47,134,0.28,144,Grade 4 Math
DOROTHY THOMAS CENTER,4321,CN,NA,NA,NA,NA,Grade 4 Math
DOVER ELEMENTARY,1201,TN3,0.22,95,0.09,80,Grade 4 Math
DR CARTER G WOODSON K-8 SCHOOL,0682,TN4,0.02,88,0.07,91,Grade 4 Math
DUNBAR ELEMENTARY MAGNET SCHOOL,1281,TN3,0.27,68,0.04,49,Grade 4 Math
EDISON ELEMENTARY SCHOOL,1361,TN3,0.27,30,0,41,Grade 4 Math
EGYPT LAKE ELEMENTARY SCHOOL,1401,E2,0.14,71,0.15,67,Grade 4 Math
ESSRIG ELEMENTARY SCHOOL,1431,E3,0.23,90,0.15,81,Grade 4 Math
FISHHAWK CREEK ELEMENTARY SCHOOL,0059,E5,0.6799999999999999,199,0.49,185,Grade 4 Math
FOLSOM ELEMENTARY SCHOOL,1471,TN1,0.32,71,0.07,76,Grade 4 Math
FOREST HILLS ELEMENTARY SCHOOL,0042,TN2,0.13,99,0.09,99,Grade 4 Math
FOSTER ELEMENTARY SCHOOL,1481,TN1,0.13,55,0.02,46,Grade 4 Math
FROST ELEMENTARY SCHOOL,0070,E4,0.17,88,0.11,91,Grade 4 Math
GIBSONTON ELEMENTARY SCHOOL,1601,TN3,0.22,77,0.25,85,Grade 4 Math
GORRIE ELEMENTARY SCHOOL,1681,E1,0.66,80,0.47,93,Grade 4 Math
GRADY ELEMENTARY SCHOOL,1721,E1,0.6599999999999999,85,0.55,92,Grade 4 Math
GRAHAM ELEMENTARY SCHOOL,1761,TN3,0.32999999999999996,30,0.03,33,Grade 4 Math
HAMMOND ELEMENTARY SCHOOL,0102,E2,0.62,107,0.25,122,Grade 4 Math
HERITAGE ELEMENTARY SCHOOL,1831,E3,0.37,72,0.23,84,Grade 4 Math
HILLSBOROUGH VIRTUAL SCHOOL,7023,IN,0.22999999999999998,59,0.09,34,Grade 4 Math
HOSPITAL/HOMEBOUND/HOMEBASED PROGRAMS,5371,CN,NA,NA,NA,NA,Grade 4 Math
HUNTER'S GREEN ELEMENTARY SCHL,1941,E3,0.55,123,0.35,130,Grade 4 Math
IPPOLITO ELEMENTARY SCHOOL,1951,TN1,0.16,74,0.07,84,Grade 4 Math
JACKSON ELEMENTARY SCHOOL,2041,TN1,0.08,72,0.03,78,Grade 4 Math
JAMES ELEMENTARY SCHOOL,4747,TN2,0.15,56,0,47,Grade 4 Math
KENLY ELEMENTARY SCHOOL,2201,TN3,0.14,69,0.03,60,Grade 4 Math
KIMBELL ELEMENTARY SCHOOL,0120,TN1,0.08,51,0,54,Grade 4 Math
KINGSWOOD ELEMENTARY SCHOOL,2261,E5,0.11,75,0.08,66,Grade 4 Math
KNIGHTS ELEMENTARY SCHOOL,2291,E4,0.16999999999999998,113,0.16,106,Grade 4 Math
LAKE MAGDALENE ELEM. SCHOOL,2321,E3,0.32,106,0.21,100,Grade 4 Math
LAMB ELEMENTARY,0128,TN3,0.03,67,0.06,72,Grade 4 Math
LANIER ELEMENTARY SCHOOL,2361,E1,0.34,53,0.23,56,Grade 4 Math
LEWIS ELEMENTARY SCHOOL,2451,E3,0.19,89,0.12,93,Grade 4 Math
LIMONA ELEMENTARY SCHOOL,2431,E3,0.5,99,0.16,80,Grade 4 Math
LINCOLN ELEMENTARY MAGNET SCHOOL,2441,E4,0.46,72,0.17,83,Grade 4 Math
LITHIA SPRINGS ELEM. SCHOOL,2461,E5,0.6200000000000001,90,0.31,118,Grade 4 Math
LOCKHART ELEMENTARY MAGNET SCHOOL,0962,TN2,0.06,54,0.04,68,Grade 4 Math
LOMAX MAGNET ELEMENTARY SCHOOL,2521,E1,0.16,56,0.17,48,Grade 4 Math
LOPEZ ELEMENTARY SCHOOL,2531,E4,0.32999999999999996,86,0.08,79,Grade 4 Math
LOWRY ELEMENTARY SCHOOL,2551,E2,0.32,114,0.21,121,Grade 4 Math
LUTZ K-8 SCHOOL,2561,E3,0.43999999999999995,89,0.31,108,Grade 4 Math
MABRY ELEMENTARY SCHOOL,2601,E1,0.71,136,0.47,147,Grade 4 Math
MACFARLANE PARK ELEMENTARY MAGNET SCHOOL,0060,E1,0.66,60,0.62,60,Grade 4 Math
MANGO ELEMENTARY SCHOOL,2721,TN1,0.2,108,0.04,99,Grade 4 Math
MANISCALCO K-8 SCHOOL,2771,E3,0.5,75,0.34,76,Grade 4 Math
MCDONALD ELEMENTARY SCHOOL,2871,TN1,0.18000000000000002,69,0.08,97,Grade 4 Math
MCKITRICK ELEMENTARY SCHOOL,3082,E2,0.73,203,0.55,168,Grade 4 Math
MENDENHALL ELEMENTARY SCHOOL,2961,E1,0.21000000000000002,71,0.04,74,Grade 4 Math
MILES ELEMENTARY SCHOOL,3041,TN2,0.17,92,0.08,97,Grade 4 Math
MINTZ ELEMENTARY SCHOOL,3061,E5,0.2,122,0.07,115,Grade 4 Math
MITCHELL ELEMENTARY SCHOOL,3081,E1,0.66,115,0.51,136,Grade 4 Math
MORGAN WOODS ELEMENTARY SCHOOL,3101,E2,0.13,69,0.12,85,Grade 4 Math
MORT ELEMENTARY SCHOOL,3121,TN2,0.17,129,0.04,123,Grade 4 Math
MULLER ELEMENTARY MAGNET SCHOOL,3181,E3,0.23,69,0.17,70,Grade 4 Math
NELSON ELEMENTARY SCHOOL,3141,E4,0.49000000000000005,121,0.24,117,Grade 4 Math
NORTHWEST ELEMENTARY SCHOOL,3151,E2,0.47000000000000003,111,0.4,121,Grade 4 Math
OAK GROVE ELEMENTARY SCHL,3161,E3,0.24000000000000002,104,0.11,119,Grade 4 Math
OAK PARK ELEMENTARY SCHOOL,3201,TN2,0.35000000000000003,51,0.08,50,Grade 4 Math
PALM RIVER ELEMENTARY SCHOOL,3281,TN3,0.12,50,0.03,59,Grade 4 Math
PATRICIA SULLIVAN METROPOLITAN MINISTRIES,0123,E2,0.28,14,0.18,17,Grade 4 Math
PINECREST ELEMENTARY SCHOOL,3362,E4,0.15,79,0.07,97,Grade 4 Math
PIZZO K-8 SCHOOL,3381,TN4,0.19,94,0.06,136,Grade 4 Math
POTTER ELEMENTARY SCHOOL,3521,TN3,0.1,61,0.07,68,Grade 4 Math
PRIDE ELEMENTARY SCHOOL,3441,E3,0.6,158,0.48,183,Grade 4 Math
RAMPELLO K-8 MAGNET SCHOOL,4251,E1,0.55,73,0.45,78,Grade 4 Math
REDDICK ELEMENTARY,0110,E5,0.24,139,0.05,148,Grade 4 Math
RIVERHILLS ELEMENTARY MAGNET SCHOOL,3622,E3,0.38,78,0.26,86,Grade 4 Math
RIVERVIEW ELEMENTARY SCHOOL,3641,E5,0.2,88,0.12,57,Grade 4 Math
ROBINSON ELEMENTARY SCHOOL,3681,E4,0.4,82,0.14,79,Grade 4 Math
ROBLES ELEMENTARY SCHOOL,3761,TN2,0.09,77,0.01,91,Grade 4 Math
ROLAND PARK K-8 MAGNET SCHOOL,3802,E1,0.63,98,0.31,96,Grade 4 Math
ROOSEVELT ELEMENTARY SCHOOL,3801,E1,0.74,115,0.4,119,Grade 4 Math
RUSKIN ELEMENTARY SCHOOL,3841,TN3,0.2,97,0.02,126,Grade 4 Math
SCHMIDT ELEMENTARY SCHOOL,3851,E3,0.24,72,0.07,92,Grade 4 Math
SCHWARZKOPF ELEMENTARY SCHOOL,3861,E2,0.64,97,0.5,104,Grade 4 Math
SEFFNER ELEMENTARY SCHOOL,3881,E3,0.36000000000000004,54,0.07,58,Grade 4 Math
SEMINOLE HEIGHTS ELEMENTARY SCHOOL,3921,E2,0.27,41,0.26,54,Grade 4 Math
SESSUMS ELEMENTARY SCHOOL,3922,E5,0.31,152,0.22,134,Grade 4 Math
SHAW ELEMENTARY SCHOOL,3951,TN3,0.22,82,0.07,86,Grade 4 Math
SHEEHY ELEMENTARY SCHOOL,0051,TN3,0.04,46,0.06,64,Grade 4 Math
SHORE ELEMENTARY MAGNET SCHOOL,3961,E1,0.18,61,0.07,55,Grade 4 Math
SPRINGHEAD ELEMENTARY SCHOOL,4161,E4,0.31,109,0.15,114,Grade 4 Math
STOWERS ELEMENTARY SCHOOL,0085,E5,0.62,163,0.47,147,Grade 4 Math
SULPHUR SPRINGS K-8 SCHOOL,4201,TN4,0.30000000000000004,49,0.25,84,Grade 4 Math
SUMMERFIELD CROSSINGS ELEMENTARY SCHOOL,0084,E5,0.24000000000000002,165,0.13,167,Grade 4 Math
SUMMERFIELD ELEMENTARY SCHOOL,4211,E5,0.23,95,0.07,130,Grade 4 Math
SYMMES ELEMENTARY SCHOOL,4212,E5,0.33,52,0.16,56,Grade 4 Math
TAMPA BAY BOULEVARD ELEM. SCHL,4241,E1,0.14,70,0.09,104,Grade 4 Math
TAMPA HEIGHTS ELEMENTARY MAGNET,2401,TN1,0.3,51,0.13,62,Grade 4 Math
TAMPA PALMS ELEMENTARY SCHOOL,4261,E3,0.47,131,0.25,114,Grade 4 Math
TEMPLE TERRACE ELEM. SCHOOL,4281,TN2,0.13,70,0.02,87,Grade 4 Math
THOMPSON ELEMENTARY,0125,TN3,0.18000000000000002,139,0.14,109,Grade 4 Math
THONOTOSASSA ELEMENTARY SCHOOL,4361,TN1,0.36,53,0.1,61,Grade 4 Math
TINKER K-8 SCHOOL,4381,E1,0.4,63,0.28,65,Grade 4 Math
TOWN & COUNTRY ELEMENTARY SCHL,4441,E2,0.24000000000000002,58,0.04,54,Grade 4 Math
TRAPNELL ELEMENTARY SCHOOL,4481,E4,0.38999999999999996,83,0.14,80,Grade 4 Math
TURNER-BARTELS K-8 SCHOOL,0069,E3,0.44,149,0.24,139,Grade 4 Math
TWIN LAKES ELEMENTARY SCHOOL,4561,E2,0.06999999999999999,84,0,77,Grade 4 Math
VALRICO ELEMENTARY SCHOOL,4581,E4,0.39999999999999997,126,0.34,125,Grade 4 Math
WALDEN LAKE ELEMENTARY SCHOOL,4591,E4,0.3,141,0.14,142,Grade 4 Math
WARREN HOPE DAWSON ELEMENTARY,0005,E5,0.3,153,0.16,178,Grade 4 Math
WASHINGTON ELEMENTARY SCHOOL,4601,TN2,0.5,32,0.08,40,Grade 4 Math
WEST SHORE ELEMENTARY SCHOOL,4681,E1,0.36,66,0.15,48,Grade 4 Math
WEST TAMPA ELEMENTARY SCHOOL,4722,E1,0.48,55,0.09,53,Grade 4 Math
WESTCHASE ELEMENTARY SCHOOL,4651,E2,0.52,137,0.4,154,Grade 4 Math
WILSON ELEMENTARY SCHOOL,4801,E4,0.25,48,0.06,48,Grade 4 Math
WIMAUMA ELEMENTARY SCHOOL,4841,E5,0.18000000000000002,78,0.08,91,Grade 4 Math
WITTER ELEMENTARY SCHOOL,4921,TN2,0.11,64,0.01,72,Grade 4 Math
WOODBRIDGE ELEMENTARY SCHOOL,4941,E2,0.16,98,0.05,106,Grade 4 Math
YATES ELEMENTARY SCHOOL,4961,E4,0.11,98,0.06,89,Grade 4 Math
ALAFIA ELEMENTARY SCHOOL,0271,E4,0.43,110,0.31,100,Grade 5 ELA
ALEXANDER ELEMENTARY SCHOOL,0081,E2,0.32,88,0.39,92,Grade 5 ELA
ANDERSON ELEMENTARY SCHOOL,0121,E1,0.36999999999999994,45,0.32,38,Grade 5 ELA
APOLLO BEACH ELEMENTARY SCHOOL,0141,E5,0.5900000000000001,83,0.3,88,Grade 5 ELA
BAILEY ELEMENTARY SCHOOL,0092,E4,0.37,111,0.21,103,Grade 5 ELA
BALLAST POINT ELEMENTARY SCHL,0161,E1,0.67,69,0.4,67,Grade 5 ELA
BAY CREST ELEMENTARY SCHOOL,0191,E2,0.35000000000000003,97,0.14,83,Grade 5 ELA
BELLAMY ELEMENTARY SCHOOL,1776,E2,0.27,87,0.26,101,Grade 5 ELA
BELMONT ELEMENTARY SCHOOL,0009,E5,0.32,162,0.14,149,Grade 5 ELA
BEVIS ELEMENTARY SCHOOL,0361,E5,0.7000000000000001,164,0.61,180,Grade 5 ELA
BING ELEMENTARY SCHOOL,0261,E4,0.28,67,0.14,74,Grade 5 ELA
BOYETTE SPRINGS ELEM. SCHOOL,0311,E5,0.61,145,0.39,149,Grade 5 ELA
BROOKER ELEMENTARY SCHOOL,0401,E5,0.43,137,0.25,127,Grade 5 ELA
BROWARD ELEMENTARY SCHOOL,0441,TN3,0.17,30,0.03,29,Grade 5 ELA
BRYAN ELEMENTARY SCHOOL,0521,E4,0.31,97,0.25,91,Grade 5 ELA
BRYANT ELEMENTARY SCHOOL,0527,E2,0.7699999999999999,156,0.65,167,Grade 5 ELA
BUCKHORN ELEMENTARY SCHOOL,0571,E4,0.51,123,0.4,132,Grade 5 ELA
BURNEY ELEMENTARY SCHOOL,0641,TN1,0.28,46,0.17,63,Grade 5 ELA
CANNELLA ELEMENTARY SCHOOL,0691,E2,0.46,102,0.34,90,Grade 5 ELA
CARROLLWOOD K-8 SCHOOL,0701,E3,0.59,100,0.65,75,Grade 5 ELA
CHIARAMONTE ELEMENTARY SCHOOL,0771,E1,0.33,58,0.3,43,Grade 5 ELA
CHILES ELEMENTARY SCHOOL,0772,E3,0.6,132,0.46,152,Grade 5 ELA
CIMINO ELEMENTARY SCHOOL,0802,E4,0.54,139,0.4,118,Grade 5 ELA
CITRUS PARK ELEMENTARY SCHOOL,0801,E2,0.52,87,0.38,79,Grade 5 ELA
CLAIR-MEL ELEMENTARY SCHOOL,0841,TN1,0.25,67,0.14,81,Grade 5 ELA
CLARK ELEMENTARY SCHOOL,0851,E3,0.63,134,0.55,145,Grade 5 ELA
CLAYWELL ELEMENTARY SCHOOL,0861,E3,0.44000000000000006,111,0.42,101,Grade 5 ELA
CLEVELAND ELEMENTARY SCHOOL,0881,TN1,0.22999999999999998,40,0.14,28,Grade 5 ELA
COLLINS PK-8 SCHOOL,0065,E5,0.47000000000000003,159,0.28,208,Grade 5 ELA
COLSON ELEMENTARY SCHOOL,0931,E4,0.25,103,0.24,110,Grade 5 ELA
CORK ELEMENTARY SCHOOL,1001,E4,0.43,116,0.14,104,Grade 5 ELA
CORR ELEMENTARY SCHOOL,0054,E5,0.23000000000000004,85,0.18,110,Grade 5 ELA
CRESTWOOD ELEMENTARY SCHOOL,1021,E2,0.46,128,0.33,133,Grade 5 ELA
CYPRESS CREEK ELEMENTARY SCHL,1051,E5,0.29000000000000004,146,0.21,145,Grade 5 ELA
DAVIS ELEMENTARY SCHOOL,0056,E2,0.28,87,0.13,98,Grade 5 ELA
DEER PARK ELEMENTARY SCHOOL,0100,E2,0.5499999999999999,126,0.45,161,Grade 5 ELA
DESOTO ELEMENTARY SCHOOL,1081,TN2,0.4,30,0.31,32,Grade 5 ELA
DICKENSON ELEMENTARY SCHOOL,1101,E1,0.26,97,0.16,96,Grade 5 ELA
DOBY ELEMENTARY SCHOOL,0072,E5,0.37999999999999995,83,0.24,88,Grade 5 ELA
DOROTHY C YORK PK-8 MAGNET SCHOOL,0011,E5,0.5900000000000001,130,0.47,150,Grade 5 ELA
DOROTHY THOMAS CENTER,4321,CN,NA,NA,NA,NA,Grade 5 ELA
DOVER ELEMENTARY,1201,TN3,0.2,91,0.19,99,Grade 5 ELA
DR CARTER G WOODSON K-8 SCHOOL,0682,TN4,0.09999999999999999,94,0.04,82,Grade 5 ELA
DUNBAR ELEMENTARY MAGNET SCHOOL,1281,TN3,0.31000000000000005,53,0.25,88,Grade 5 ELA
EDISON ELEMENTARY SCHOOL,1361,TN3,0.12,33,0.07,29,Grade 5 ELA
EGYPT LAKE ELEMENTARY SCHOOL,1401,E2,0.36,72,0.14,85,Grade 5 ELA
ESSRIG ELEMENTARY SCHOOL,1431,E3,0.41000000000000003,90,0.26,82,Grade 5 ELA
FISHHAWK CREEK ELEMENTARY SCHOOL,0059,E5,0.61,200,0.59,197,Grade 5 ELA
FOLSOM ELEMENTARY SCHOOL,1471,TN1,0.29000000000000004,58,0.13,76,Grade 5 ELA
FOREST HILLS ELEMENTARY SCHOOL,0042,TN2,0.15000000000000002,98,0.15,103,Grade 5 ELA
FOSTER ELEMENTARY SCHOOL,1481,TN1,0.23,52,0.02,49,Grade 5 ELA
FROST ELEMENTARY SCHOOL,0070,E4,0.33999999999999997,77,0.12,82,Grade 5 ELA
GIBSONTON ELEMENTARY SCHOOL,1601,TN3,0.25,79,0.35,86,Grade 5 ELA
GORRIE ELEMENTARY SCHOOL,1681,E1,0.8200000000000001,91,0.62,81,Grade 5 ELA
GRADY ELEMENTARY SCHOOL,1721,E1,0.7200000000000001,73,0.82,79,Grade 5 ELA
GRAHAM ELEMENTARY SCHOOL,1761,TN3,0.2,36,0.17,29,Grade 5 ELA
HAMMOND ELEMENTARY SCHOOL,0102,E2,0.66,148,0.59,110,Grade 5 ELA
HERITAGE ELEMENTARY SCHOOL,1831,E3,0.41000000000000003,92,0.41,76,Grade 5 ELA
HILLSBOROUGH VIRTUAL SCHOOL,7023,IN,0.62,58,0.33,40,Grade 5 ELA
HUNTER'S GREEN ELEMENTARY SCHL,1941,E3,0.61,122,0.37,129,Grade 5 ELA
IPPOLITO ELEMENTARY SCHOOL,1951,TN1,0.2,65,0.13,67,Grade 5 ELA
JACKSON ELEMENTARY SCHOOL,2041,TN1,0.24,67,0.09,64,Grade 5 ELA
JAMES ELEMENTARY SCHOOL,4747,TN2,0.13,53,0.11,46,Grade 5 ELA
KENLY ELEMENTARY SCHOOL,2201,TN3,0.12,64,0.11,62,Grade 5 ELA
KIMBELL ELEMENTARY SCHOOL,0120,TN1,0.29,55,0.13,45,Grade 5 ELA
KINGSWOOD ELEMENTARY SCHOOL,2261,E5,0.2,61,0.03,71,Grade 5 ELA
KNIGHTS ELEMENTARY SCHOOL,2291,E4,0.33999999999999997,94,0.21,111,Grade 5 ELA
LAKE MAGDALENE ELEM. SCHOOL,2321,E3,0.3,111,0.16,101,Grade 5 ELA
LAMB ELEMENTARY,0128,TN3,0.14,76,0.1,72,Grade 5 ELA
LANIER ELEMENTARY SCHOOL,2361,E1,0.33,54,0.18,57,Grade 5 ELA
LEWIS ELEMENTARY SCHOOL,2451,E3,0.29000000000000004,92,0.14,83,Grade 5 ELA
LIMONA ELEMENTARY SCHOOL,2431,E3,0.5,79,0.38,98,Grade 5 ELA
LINCOLN ELEMENTARY MAGNET SCHOOL,2441,E4,0.48,88,0.48,75,Grade 5 ELA
LITHIA SPRINGS ELEM. SCHOOL,2461,E5,0.54,122,0.45,98,Grade 5 ELA
LOCKHART ELEMENTARY MAGNET SCHOOL,0962,TN2,0.26,62,0.05,59,Grade 5 ELA
LOMAX MAGNET ELEMENTARY SCHOOL,2521,E1,0.41,44,0.06,51,Grade 5 ELA
LOPEZ ELEMENTARY SCHOOL,2531,E4,0.31000000000000005,72,0.17,82,Grade 5 ELA
LOWRY ELEMENTARY SCHOOL,2551,E2,0.59,110,0.36,119,Grade 5 ELA
LUTZ K-8 SCHOOL,2561,E3,0.5900000000000001,82,0.35,84,Grade 5 ELA
MABRY ELEMENTARY SCHOOL,2601,E1,0.71,146,0.53,137,Grade 5 ELA
MACFARLANE PARK ELEMENTARY MAGNET SCHOOL,0060,E1,0.62,57,0.63,64,Grade 5 ELA
MANGO ELEMENTARY SCHOOL,2721,TN1,0.16,102,0.13,116,Grade 5 ELA
MANISCALCO K-8 SCHOOL,2771,E3,0.51,68,0.49,78,Grade 5 ELA
MCDONALD ELEMENTARY SCHOOL,2871,TN1,0.21,78,0.23,73,Grade 5 ELA
