Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
"",,TOMLIN MIDDLE SCHOOL,Mid,,2,9,,,6,17
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,1,1,,,3,5
"",,WEBB MIDDLE SCHOOL,Mid,,,1,,,,1
"",Neighborhood Total,,,6,109,521,1,31,239,907
"Marshall Total91506102463641,181",,,,,,,,,,
Martinez,Charter,HORIZON CHARTER SCH OF TAMPA,K-8,,,1,,,1,2
"",,LEARNING GATE COMMUNITY,K-8,,,2,,1,6,9
"",,LUTZ PREPARATORY SCHOOL,K-8,8,,7,,,20,35
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,6,1,7,,,25,39
"",,TERRACE COMMUNITY SCHOOL,Mid,,,1,,,,1
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,2,,,2,4
"",Charter Total,,,14,1,20,,1,54,90
"",Choice,BUCHANAN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,HILL MIDDLE SCHOOL,Mid,,,1,,,1,2
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Martinez,Choice,MANISCALCO K-8 SCHOOL,K-8,,,1,,1,1,3
"",,MARTINEZ MIDDLE SCHOOL,Mid,1,1,4,,,2,8
"",,SLIGH MIDDLE SCHOOL,Mid,,1,,,,,1
"",,WALKER MIDDLE MAGNET,Mid,1,,1,,2,3,7
"",,WILSON MIDDLE SCHOOL,Mid,,,,,,1,1
"",Choice Total,,,2,2,8,,3,10,25
"",Magnet,ROLAND PARK K-8 MAGNET,K-8,1,,,,,1,2
"",,STEWART MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,WALKER MIDDLE MAGNET,Mid,22,4,10,1,13,39,89
"",,WILLIAMS MIDDLE SCHOOL,Mid,1,,,,,1,2
"",Magnet Total,,,24,5,11,1,13,41,95
"",Neighborhood,MARTINEZ MIDDLE SCHOOL,Mid,117,33,233,1,81,595,"1,060"
"",,SMITH MIDDLE SCHOOL,Mid,1,,1,,1,,3
"",,WALKER MIDDLE MAGNET,Mid,,,1,,,3,4
"",Neighborhood Total,,,118,33,235,1,82,598,"1,067"
"Martinez Total158412742997031,277",,,,,,,,,,
McLane,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,1,25,28,,3,6,63
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,1,1,,1,,3
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,4,7,,3,1,15
"",,CREEKSIDE CHARTER ACADEMY,K-8,1,1,3,,1,1,7
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,,2,,1,,3
"",,INDEPENDENCE ACADEMY,K-8,,,2,,,7,9
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,1,2,3,,1,1,8
"",,LEGACY PREPARATORY ACADEMY,K-8,,7,1,,1,,9
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,,6,,2,8,16
"",,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,,,1,,1,,2
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,1,4,27,,4,12,48
"",,NEW SPRINGS SCHOOL,K-8,,3,1,,,,4
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,3,2,,1,,6
"",,SOUTHSHORE CHARTER ACADEMY,K-8,1,6,3,,,,10
"",,TERRACE COMMUNITY SCHOOL,Mid,5,2,,,3,10,20
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
McLane,Charter,WATERSET CHARTER SCHOOL,K-8,,2,2,,1,2,7
"",,WINTHROP CHARTER SCHOOL,K-8,8,18,44,,8,22,100
"",,WOODMONT CHARTER SCHOOL,K-8,,6,4,,2,,12
"",Charter Total,,,18,84,139,,33,72,346
"",Choice,BARRINGTON MIDDLE SCHOOL,Mid,,2,1,,1,,4
"",,BUCHANAN MIDDLE SCHOOL,Mid,,1,2,,,,3
"",,BURNETT MIDDLE SCHOOL,Mid,,2,2,,,7,11
"",,BURNS MIDDLE SCHOOL,Mid,3,13,24,,8,10,58
"",,COLEMAN MIDDLE SCHOOL,Mid,,,,,,1,1
"",,GIUNTA MIDDLE SCHOOL,Mid,,5,2,,,1,8
"",,JENNINGS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,LIBERTY MIDDLE SCHOOL,Mid,,1,1,,,1,3
"",,MADISON MIDDLE SCHOOL,Mid,,,,,,1,1
"",,MANISCALCO K-8 SCHOOL,K-8,,1,,,,,1
"",,MANN MIDDLE SCHOOL,Mid,,5,11,,,12,28
"",,MCLANE MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,MEMORIAL MIDDLE SCHOOL,Mid,,8,7,,,1,16
"",,MULRENNAN MIDDLE SCHOOL,Mid,2,3,8,,3,11,27
"",,PIERCE MIDDLE SCHOOL,Mid,,,1,,,,1
"",,PIZZO K-8 SCHOOL,K-8,,2,,,,,2
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,,,,,1
"",,RANDALL MIDDLE SCHOOL,Mid,1,,2,,1,2,6
"",,SLIGH MIDDLE SCHOOL,Mid,,3,,,,,3
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,1,,,,,1
"",,TURNER BARTELS K-8,K-8,,2,,,,,2
"",,WILSON MIDDLE SCHOOL,Mid,,,,,,1,1
"",Choice Total,,,6,52,62,,13,48,181
"",Hope Sch,BURNETT MIDDLE SCHOOL,Mid,,1,2,,,,3
"",,BURNS MIDDLE SCHOOL,Mid,,,2,,,,2
"",,MANN MIDDLE SCHOOL,Mid,,1,1,,,1,3
"",,MEMORIAL MIDDLE SCHOOL,Mid,,,3,,,,3
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
McLane,Hope Sch Total,,,,3,8,,,1,12
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,1,16,6,,,2,25
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,2,27,18,1,7,7,62
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,19,10,1,3,2,35
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,1,,2
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,,1,,,1,2
"",,MCLANE MIDDLE SCHOOL,Mid,,1,,,1,,2
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,60,23,,3,5,91
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,41,41,,8,21,111
"",,RAMPELLO K-8,K-8,,10,2,,,2,14
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,3,,,4,7
"",,ROLAND PARK K-8 MAGNET,K-8,,1,5,,2,,8
"",,SLIGH MIDDLE SCHOOL,Mid,,20,4,,,1,25
"",,STEWART MIDDLE SCHOOL,Mid,,34,12,,6,7,59
"",,WALKER MIDDLE MAGNET,Mid,,2,,,,,2
"",,WILLIAMS MIDDLE SCHOOL,Mid,9,36,19,,6,4,74
"",,YORK PK-8 MAGNET SCHOOL,K-8,,1,,,,,1
"",,YOUNG MIDDLE MAGNET,Mid,,82,18,,3,4,107
"",Magnet Total,,,12,351,162,2,40,60,627
"",Neighborhood,ADAMS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,BARRINGTON MIDDLE SCHOOL,Mid,,,1,,,,1
"",,BUCHANAN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,BURNETT MIDDLE SCHOOL,Mid,,2,,,,1,3
"",,BURNS MIDDLE SCHOOL,Mid,,1,2,,,2,5
"",,DOWDELL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,EISENHOWER MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,2,1,,,,3
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,5,,,,,5
"",,GIUNTA MIDDLE SCHOOL,Mid,,1,,,,,1
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,JENNINGS MIDDLE SCHOOL,Mid,,1,,,,,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
McLane,Neighborhood,MANN MIDDLE SCHOOL,Mid,1,17,2,,2,2,24
"",,MCLANE MIDDLE SCHOOL,Mid,14,317,211,2,38,75,657
"",,MEMORIAL MIDDLE SCHOOL,Mid,,2,,,,,2
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,,2,1,,,,3
"",,MULRENNAN MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,1,1,,,,2
"",,PIERCE MIDDLE SCHOOL,Mid,,,1,,,,1
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,,,1,,2
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,1,,,,1
"",,SLIGH MIDDLE SCHOOL,Mid,,4,,,,,4
"",,STEWART MIDDLE SCHOOL,Mid,,1,2,,,,3
"",,TINKER K-8 SCHOOL,K-8,,,,,,1,1
"",,TOMLIN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,,1,,,,1
"",,WILLIAMS MIDDLE SCHOOL,Mid,1,1,,,,,2
"",,YOUNG MIDDLE MAGNET,Mid,,11,4,,,,15
"",Neighborhood Total,,,16,377,230,2,41,82,748
"McLane Total5286760141272631,914",,,,,,,,,,
Memorial,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,,1,8,,,,9
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,3,2,,,1,6
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,1,2,49,,1,,53
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,,4,,,,4
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,5,,,1,6
"",,LEARNING GATE COMMUNITY,K-8,,,,,1,3,4
"",,LEGACY PREPARATORY ACADEMY,K-8,1,,,,,,1
"",,NEW SPRINGS SCHOOL,K-8,,1,3,,,1,5
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,,7,,,1,8
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,,,1,,1
"",,TERRACE COMMUNITY SCHOOL,Mid,,,,,1,,1
"",,TRINITY SCHOOL FOR CHILDREN,K-8,2,,30,1,5,22,60
"",,WOODMONT CHARTER SCHOOL,K-8,,,1,,,,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Memorial,Choice,ADAMS MIDDLE SCHOOL,Mid,,,1,,,,1
"",,BUCHANAN MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,DAVIDSEN MIDDLE SCHOOL,Mid,,,3,,,,3
"",,FARNELL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,HILL MIDDLE SCHOOL,Mid,,,6,,1,1,8
"",,LUTZ K-8 SCHOOL,K-8,,,,,,2,2
"",,MADISON MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MANISCALCO K-8 SCHOOL,K-8,,,1,,,,1
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,2,,,,2
"",,MEMORIAL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,PIERCE MIDDLE SCHOOL,Mid,,,20,,,4,24
"",,PIZZO K-8 SCHOOL,K-8,,,1,,,,1
"",,TURNER BARTELS K-8,K-8,,,1,,,,1
"",,WEBB MIDDLE SCHOOL,Mid,,,1,,,,1
"",,WILSON MIDDLE SCHOOL,Mid,,,1,,,,1
"",Choice Total,,,,1,40,,1,8,50
"",Hope Sch,MADISON MIDDLE SCHOOL,Mid,,1,,,,,1
"",,PIERCE MIDDLE SCHOOL,Mid,,,1,,,,1
"",,WEBB MIDDLE SCHOOL,Mid,,,1,,,,1
"",Hope Sch Total,,,,1,2,,,,3
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,,2,,,1,3
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,1,1,5,,2,1,10
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,1,,8,,1,,10
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,4,14,,2,12,32
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,,,1,,1
"",,RAMPELLO K-8,K-8,,2,13,,4,8,27
"",,ROLAND PARK K-8 MAGNET,K-8,1,3,9,,2,3,18
"",,SLIGH MIDDLE SCHOOL,Mid,,3,11,,,1,15
"",,STEWART MIDDLE SCHOOL,Mid,2,8,22,,1,16,49
"",,WALKER MIDDLE MAGNET,Mid,2,,8,,1,3,14
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Memorial,Magnet,YOUNG MIDDLE MAGNET,Mid,1,,2,,2,1,6
"",Magnet Total,,,9,25,100,,16,52,202
"",Neighborhood,ADAMS MIDDLE SCHOOL,Mid,,,2,,,,2
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,,,,,1,1
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,2,,,,,2
"",,JENNINGS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MADISON MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,6,71,434,,17,41,569
"",,PIERCE MIDDLE SCHOOL,Mid,1,4,12,,,1,18
"",,WEBB MIDDLE SCHOOL,Mid,,,1,,,,1
"",Neighborhood Total,,,7,78,450,,17,43,595
"Memorial Total201127011431321,009",,,,,,,,,,
Monroe,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,1,,,,,1
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,1,4,10,,3,9,27
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,3,,,,4,7
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,1,,,,1
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,,,1,,,,1
"",,SOUTHSHORE CHARTER ACADEMY,K-8,,1,,,,,1
"",Charter Total,,,1,9,12,,3,13,38
"",Choice,BUCHANAN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,COLEMAN MIDDLE SCHOOL,Mid,,,2,,,,2
"",,DAVIDSEN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,HILL MIDDLE SCHOOL,Mid,,,,,,1,1
"",,MADISON MIDDLE SCHOOL,Mid,,,10,,2,15,27
"",,MANISCALCO K-8 SCHOOL,K-8,,,,,1,,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,2,,,,,2
"",,TINKER K-8 SCHOOL,K-8,,,,,,2,2
"",,TOMLIN MIDDLE SCHOOL,Mid,,1,,,,,1
"",Choice Total,,,,4,13,,3,18,38
"",Hope Sch,MADISON MIDDLE SCHOOL,Mid,,,3,,,1,4
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Monroe,Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,3,,,2,2,7
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,3,,,,1,4
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,2,4,9,,7,16,38
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,10,6,,2,1,19
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,RAMPELLO K-8,K-8,,2,5,,4,16,27
"",,ROLAND PARK K-8 MAGNET,K-8,3,5,7,,4,8,27
"",,SLIGH MIDDLE SCHOOL,Mid,,3,,,,,3
"",,STEWART MIDDLE SCHOOL,Mid,,16,12,,6,1,35
"",,WALKER MIDDLE MAGNET,Mid,,,,,,1,1
"",,WILLIAMS MIDDLE SCHOOL,Mid,1,1,,,3,1,6
"",,YOUNG MIDDLE MAGNET,Mid,,2,,,,,2
"",Magnet Total,,,6,50,40,,28,47,171
"",Neighborhood,COLEMAN MIDDLE SCHOOL,Mid,,3,5,,3,2,13
"",,MADISON MIDDLE SCHOOL,Mid,1,,3,,2,3,9
"",,MEMORIAL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,4,100,67,,46,61,278
"",,SLIGH MIDDLE SCHOOL,Mid,,,1,,,,1
"",,SMITH MIDDLE SCHOOL,Mid,,1,,,,,1
"",,STEWART MIDDLE SCHOOL,Mid,,3,2,,1,,6
"",,WEBB MIDDLE SCHOOL,Mid,,1,,,,,1
"",,WILSON MIDDLE SCHOOL,Mid,,,,,,1,1
"",Neighborhood Total,,,5,109,78,,52,67,311
Monroe Total1217314686146563,,,,,,,,,,
Mulrennan,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,,2,,,1,3
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,1,,,,,,1
"",,CREEKSIDE CHARTER ACADEMY,K-8,,,,,,2,2
"",,INDEPENDENCE ACADEMY,K-8,,1,,,,7,8
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,1,2,,,,3
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,1,1,17,,1,8,28
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,2,1,,,1,4
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mulrennan,Charter,TERRACE COMMUNITY SCHOOL,Mid,,,2,,,1,3
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,,,1
"",,WINTHROP CHARTER SCHOOL,K-8,,2,2,,4,4,12
"",Charter Total,,,2,7,30,,5,24,68
"",Choice,BURNS MIDDLE SCHOOL,Mid,,,3,,,6,9
"",,GIUNTA MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MCLANE MIDDLE SCHOOL,Mid,,,,,,1,1
"",,MULRENNAN MIDDLE SCHOOL,Mid,,1,5,,,5,11
"",,RANDALL MIDDLE SCHOOL,Mid,1,,,,,4,5
"",,TOMLIN MIDDLE SCHOOL,Mid,,,,,,1,1
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,1,,,,,1
"",Choice Total,,,1,2,9,,,17,29
"",Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,4,,,,,4
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,2,,,1,4
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,2,,,,,2
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,2,,1,3,7
"",,RAMPELLO K-8,K-8,,3,1,,1,,5
"",,ROLAND PARK K-8 MAGNET,K-8,,,,,2,,2
"",,STEWART MIDDLE SCHOOL,Mid,1,,,,,1,2
"",,WILLIAMS MIDDLE SCHOOL,Mid,4,1,1,,1,1,8
"",Magnet Total,,,5,12,6,,5,6,34
"",Neighborhood,BURNETT MIDDLE SCHOOL,Mid,,1,,,,,1
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,,1,,,,1
"",,MCLANE MIDDLE SCHOOL,Mid,,,,,,1,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MULRENNAN MIDDLE SCHOOL,Mid,40,131,298,1,56,371,897
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,1,3,,1,8,13
"",,WILLIAMS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,WILSON MIDDLE SCHOOL,Mid,,,,,,1,1
"",Neighborhood Total,,,40,134,303,1,57,381,916
"Mulrennan Total481553481674281,047",,,,,,,,,,
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Pierce,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,,1,2,,,,3
"",,CREEKSIDE CHARTER ACADEMY,K-8,,,1,,,1,2
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,2,12,113,,3,10,140
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,1,23,,1,3,28
"",,HORIZON CHARTER SCH OF TAMPA,K-8,1,,7,,,2,10
"",,LEARNING GATE COMMUNITY,K-8,,,,,,4,4
"",,NEW SPRINGS SCHOOL,K-8,,,1,,,,1
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,1,7,,1,6,15
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,1,,,,,1
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,2,,,1,3
"",,TERRACE COMMUNITY SCHOOL,Mid,,,,,,1,1
"",,TRINITY SCHOOL FOR CHILDREN,K-8,1,,19,,,7,27
"",,WINTHROP CHARTER SCHOOL,K-8,,,,,,1,1
"",,WOODMONT CHARTER SCHOOL,K-8,,,1,,1,,2
"",Charter Total,,,4,17,184,,6,36,247
"",Choice,BUCHANAN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,CARROLLWOOD K-8 SCHOOL,K-8,,,1,,,1,2
"",,DAVIDSEN MIDDLE SCHOOL,Mid,,,8,,1,3,12
"",,FARNELL MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,HILL MIDDLE SCHOOL,Mid,3,4,33,,2,10,52
"",,LUTZ K-8 SCHOOL,K-8,,,,,1,1,2
"",,MADISON MIDDLE SCHOOL,Mid,,,2,,,,2
"",,MEMORIAL MIDDLE SCHOOL,Mid,,1,,,1,,2
"",,PIZZO K-8 SCHOOL,K-8,,1,,,,,1
"",,SMITH MIDDLE SCHOOL,Mid,1,1,6,,1,3,12
"",,WEBB MIDDLE SCHOOL,Mid,,,2,,,,2
"",Choice Total,,,4,7,54,,6,19,90
"",Hope Sch,ADAMS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,,2,,,,2
"",,SMITH MIDDLE SCHOOL,Mid,,,2,,,,2
"",Hope Sch Total,,,,1,4,,,,5
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Pierce,Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,1,3,,,1,5
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,,3,,1,1,5
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,,,1,,,,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,3,5,,,1,9
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,2,,,,3
"",,RAMPELLO K-8,K-8,,4,3,,1,1,9
"",,ROLAND PARK K-8 MAGNET,K-8,2,9,21,1,1,2,36
"",,SLIGH MIDDLE SCHOOL,Mid,1,,6,,1,3,11
"",,STEWART MIDDLE SCHOOL,Mid,3,6,24,,3,5,41
"",,WALKER MIDDLE MAGNET,Mid,6,5,33,1,4,8,57
"",,WILLIAMS MIDDLE SCHOOL,Mid,,3,5,,,4,12
"",,YOUNG MIDDLE MAGNET,Mid,,3,1,,,1,5
"",Magnet Total,,,12,35,108,2,11,27,195
"",Neighborhood,ADAMS MIDDLE SCHOOL,Mid,,,1,,,,1
"",,CARROLLWOOD K-8 SCHOOL,K-8,,,4,,,,4
"",,DAVIDSEN MIDDLE SCHOOL,Mid,,,,,,1,1
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,,2,,,,2
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,,1,,,,1
"",,HILL MIDDLE SCHOOL,Mid,,,3,,,,3
"",,MADISON MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,,,,,1,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,1,2,,,,3
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,,,,,1,1
"",,PIERCE MIDDLE SCHOOL,Mid,15,78,661,,23,42,819
"",,ROLAND PARK K-8 MAGNET,K-8,,1,,,,,1
"",,SMITH MIDDLE SCHOOL,Mid,,,1,,,,1
"",,STEWART MIDDLE SCHOOL,Mid,,,1,,,,1
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,,2,,,,2
"",,WEBB MIDDLE SCHOOL,Mid,,1,2,,,,3
"",Neighborhood Total,,,15,82,681,,23,45,846
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Randall,Charter,LITERACY LEADERSHIP TECH ACAD,K-8,,,1,,,,1
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,,1,,,3,4
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,1,,,,1
"",,WATERSET CHARTER SCHOOL,K-8,,,,,,1,1
"",Charter Total,,,,,3,,,4,7
"",Choice,BARRINGTON MIDDLE SCHOOL,Mid,,,,,,1,1
"",,MULRENNAN MIDDLE SCHOOL,Mid,,,1,,,2,3
"",,RANDALL MIDDLE SCHOOL,Mid,,1,1,,,2,4
"",Choice Total,,,,1,2,,,5,8
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,,,,,1,1
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,,,,8,8
"",,ROLAND PARK K-8 MAGNET,K-8,,,,,,2,2
"",,STEWART MIDDLE SCHOOL,Mid,,,,,1,,1
"",,WILLIAMS MIDDLE SCHOOL,Mid,,,,,,1,1
"",Magnet Total,,,,,,,1,12,13
"",Neighborhood,BARRINGTON MIDDLE SCHOOL,Mid,,1,2,,2,4,9
"",,BURNS MIDDLE SCHOOL,Mid,,1,,,,1,2
"",,RANDALL MIDDLE SCHOOL,Mid,66,51,188,,93,799,"1,197"
"",Neighborhood Total,,,66,53,190,,95,804,"1,208"
"Randall Total6654195968251,236",,,,,,,,,,
Rodgers,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,15,12,,5,1,33
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,2,1,,,,3
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,,2,,,1,3
"",,CREEKSIDE CHARTER ACADEMY,K-8,,3,10,,,5,18
"",,INDEPENDENCE ACADEMY,K-8,,,,,1,,1
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,2,17,22,,7,13,61
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,4,3,,1,14,22
"",,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,,,1,,,1,2
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,3,6,15,,2,9,35
"",,RCMA WIMAUMA COMMUNITY ACADEMY,K-8,,,2,,,,2
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,11,31,57,,11,33,143
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Rodgers,Charter,SUNLAKE ACAD OF MATH & SCIENCE,K-8,1,,,,,,1
"",,TERRACE COMMUNITY SCHOOL,Mid,1,,4,,,,5
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,,,1
"",,WATERSET CHARTER SCHOOL,K-8,,,3,,1,2,6
"",,WINTHROP CHARTER SCHOOL,K-8,4,17,20,1,11,14,67
"",,WOODMONT CHARTER SCHOOL,K-8,,1,,,,,1
"",Charter Total,,,24,105,165,1,42,102,439
"",Choice,BARRINGTON MIDDLE SCHOOL,Mid,1,2,2,,,10,15
"",,BURNS MIDDLE SCHOOL,Mid,,3,12,,3,17,35
"",,COLLINS PK-8 SCHOOL,K-8,,,,,3,4,7
"",,EISENHOWER MIDDLE SCHOOL,Mid,,,,,,2,2
"",,GIUNTA MIDDLE SCHOOL,Mid,,,2,,,,2
