district_number,district_name,school_number,virtual_provider_number,english_language_arts_achievement,mathematics_achievement,science_achievement,total_points_earned,total_components,percent_of_total_possible_points,percent_tested,informational_baseline_grade_2023,grade_2022,grade_2021,grade_2019,grade_2018,grade_2017,grade_2016,informational_baseline_grade_2015,grade_2014,grade_2013,grade_2012,grade_2011,grade_2010,grade_2009,grade_2008,grade_2007,grade_2006,grade_2005,grade_2004,grade_2003,grade_2002,grade_2001,grade_2000,grade_1999,was_the_collocated_rule_used,collocated_number,charter_school,title_i,alternative_ese_center_school,school_type,percent_of_minority_students,percent_of_economically_disadvantaged_students,type,social_studies_achievement,middle_school_acceleration,graduation_rate_2021_22,college_and_career_acceleration_2021_22,school_name,number_of_students,ela_level1_num,ela_level2_num,ela_level3_num,ela_level4_num,ela_level5_num,ela_level1,ela_level2,ela_level3,ela_level4,ela_level5,number_of_students_math,math_level1_num,math_level2_num,math_level3_num,math_level4_num,math_level5_num,math_level1,math_level2,math_level3,math_level4,math_level5
49,OSCEOLA,0149,NA,40,45,52,268,5,54,100,C,B,NA,A,C,C,C,C,A,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,91.2,100,Combination,59,72,NA,NA,RENAISSANCE CHARTER SCHOOL AT POINCIANA,646,244,157,117,98,32,0.37770897832817335,0.24303405572755418,0.18111455108359134,0.15170278637770898,0.04953560371517028,592,170,139,166,85,33,0.28716216216216217,0.23479729729729729,0.28040540540540543,0.14358108108108109,0.05574324324324324
49,OSCEOLA,0152,NA,43,40,45,425,7,61,100,B,B,NA,B,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,78,63.9,Combination,56,75,91,75,FOUR CORNERS UPPER SCHOOL,1078,372,248,213,163,83,0.3450834879406308,0.2300556586270872,0.19758812615955473,0.15120593692022263,0.07699443413729128,595,208,141,146,64,36,0.3495798319327731,0.23697478991596638,0.2453781512605042,0.10756302521008404,0.06050420168067227
49,OSCEOLA,0153,NA,39,23,32,188,5,38,95,C,C,NA,C,D,C,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,67.5,52.6,Combination,41,53,NA,NA,FLORIDA CYBER CHARTER ACADEMY AT OSCEOLA,686,230,182,132,90,45,0.33527696793002915,0.2653061224489796,0.1924198250728863,0.13119533527696792,0.06559766763848396,653,351,147,105,42,9,0.5375191424196019,0.225114854517611,0.16079632465543645,0.06431852986217458,0.013782542113323124
49,OSCEOLA,0155,NA,28,12,14,218,7,31,98,D,D,NA,C,C,D,C,D,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,96.7,97.3,Combination,43,17,61,43,VICTORY CHARTER SCHOOL,529,328,89,63,35,13,0.6200378071833649,0.16824196597353497,0.11909262759924386,0.0661625708884688,0.024574669187145556,313,196,70,32,17,0,0.6261980830670927,0.22364217252396165,0.10223642172523961,0.054313099041533544,0
49,OSCEOLA,0163,NA,38,44,27,210,5,42,100,C,C,NA,B,C,B,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,91,84.39999999999998,Combination,51,50,NA,NA,MATER BRIGHTON LAKES,931,336,247,192,109,44,0.3609022556390977,0.2653061224489796,0.20622986036519872,0.11707841031149302,0.047261009667024706,899,282,220,227,123,47,0.3136818687430478,0.2447163515016685,0.2525027808676307,0.13681868743047831,0.05228031145717464
49,OSCEOLA,0171,NA,42,49,39,267,5,53,100,C,B,NA,B,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,92.9,80.5,Combination,68,69,NA,NA,RENAISSANCE CHARTER SCHOOL AT TAPESTRY,932,365,203,178,137,50,0.3916309012875536,0.21781115879828325,0.19098712446351931,0.14699570815450644,0.0536480686695279,858,274,177,201,138,69,0.31934731934731936,0.2062937062937063,0.23426573426573427,0.16083916083916083,0.08041958041958042
49,OSCEOLA,0181,NA,55,55,55,313,5,63,100,B,A,A,B,B,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,82.2,59,Combination,73,75,NA,NA,OSCEOLA SCIENCE CHARTER SCHOOL,689,147,158,137,147,103,0.21335268505079827,0.22931785195936139,0.1988388969521045,0.21335268505079827,0.14949201741654572,586,148,118,134,102,84,0.2525597269624573,0.20136518771331058,0.22866894197952217,0.17406143344709898,0.14334470989761092
49,OSCEOLA,0184,NA,33,28,24,214,5,43,100,C,D,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,91.4,89.7,Combination,57,72,NA,NA,BRIDGEPREP ACADEMY OSCEOLA COUNTY,472,206,106,101,45,14,0.4364406779661017,0.2245762711864407,0.21398305084745764,0.09533898305084745,0.029661016949152543,441,217,103,85,30,7,0.49206349206349204,0.23356009070294784,0.1927437641723356,0.06802721088435375,0.015873015873015872
49,OSCEOLA,0185,NA,48,51,38,265,5,53,100,C,B,NA,A,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,80.5,81.6,Combination,58,70,NA,NA,MATER PALMS ACADEMY,563,178,117,126,97,44,0.31616341030195383,0.20781527531083482,0.22380106571936056,0.17229129662522202,0.07815275310834814,518,149,99,138,92,37,0.2876447876447876,0.19111969111969113,0.26640926640926643,0.1776061776061776,0.07142857142857142
49,OSCEOLA,0191,NA,54,54,58,329,5,66,100,B,C,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,88.3,64.4,Combination,71,92,NA,NA,RENAISSANCE CHARTER SCHOOL AT BOGGY CREEK,498,118,119,123,93,44,0.23694779116465864,0.2389558232931727,0.2469879518072289,0.18674698795180722,0.08835341365461848,461,123,87,117,99,36,0.2668112798264642,0.18872017353579176,0.25379609544468545,0.21475054229934923,0.07809110629067245
49,OSCEOLA,0192,NA,44,34,29,107,3,36,100,C,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,52.2,31.4,Combination,NA,NA,NA,NA,CREATIVE INSPIRATION JOURNEY OF ST CLOUD,308,93,68,85,46,16,0.30194805194805197,0.22077922077922077,0.275974025974026,0.14935064935064934,0.05194805194805195,308,121,76,69,29,12,0.39285714285714285,0.24675324675324675,0.22402597402597402,0.09415584415584416,0.03896103896103896
49,OSCEOLA,0202,NA,45,44,26,190,5,38,99,C,C,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,80.2,71.3,Combination,75,0,NA,NA,MATER ACADEMY AT ST CLOUD,372,109,100,94,48,21,0.29301075268817206,0.26881720430107525,0.25268817204301075,0.12903225806451613,0.056451612903225805,370,113,89,88,63,18,0.3054054054054054,0.24054054054054055,0.23783783783783785,0.17027027027027028,0.04864864864864865
49,OSCEOLA,0302,NA,42,43,41,277,5,55,99,C,C,NA,B,B,B,C,B,B,B,A,A,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,YES,N,04,81.2,90.2,Combination,75,76,NA,NA,WESTSIDE K-8 SCHOOL,1186,510,232,226,154,61,0.4300168634064081,0.19561551433389546,0.1905564924114671,0.12984822934232715,0.05143338954468803,1114,444,237,257,113,61,0.3985637342908438,0.2127468581687612,0.23070017953321365,0.10143626570915619,0.05475763016157989
49,OSCEOLA,0711,NA,65,67,66,378,5,76,99,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,C,N,NA,NO,NO,N,04,55.9,38.7,Combination,88,92,NA,NA,CELEBRATION SCHOOL,1287,270,252,283,271,210,0.2097902097902098,0.1958041958041958,0.2198912198912199,0.21056721056721056,0.16317016317016317,1081,219,196,287,244,133,0.20259019426456984,0.18131359851988899,0.26549491211840887,0.22571692876965774,0.12303422756706753
49,OSCEOLA,0866,NA,42,47,36,289,5,58,100,B,C,NA,C,B,B,C,B,C,C,B,A,B,A,C,A,B,A,A,B,C,N,NA,NA,N,NA,YES,YES,N,04,88.2,100,Combination,78,86,NA,NA,KISSIMMEE CHARTER ACADEMY,434,137,115,84,74,25,0.315668202764977,0.26497695852534564,0.1935483870967742,0.17050691244239632,0.0576036866359447,398,116,96,113,54,20,0.2914572864321608,0.24120603015075376,0.28391959798994976,0.135678391959799,0.05025125628140704
49,OSCEOLA,0881,NA,47,47,27,240,5,48,100,C,C,NA,A,A,B,D,C,A,C,B,B,B,B,B,D,A,C,C,C,N,NA,NA,NA,N,NA,YES,YES,N,04,83.3,74.6,Combination,51,68,NA,NA,P. M. WELLS CHARTER ACADEMY,437,139,106,96,74,23,0.3180778032036613,0.2425629290617849,0.21967963386727687,0.16933638443935928,0.05263157894736842,404,114,92,106,71,23,0.28217821782178215,0.22772277227722773,0.2623762376237624,0.17574257425742573,0.05693069306930693
49,OSCEOLA,0921,NA,86,87,90,635,7,91,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,N,NA,NO,NO,N,04,74.5,47.9,Combination,95,96,99,82,OSCEOLA CO SCHOOL FOR THE ARTS,674,23,79,149,218,210,0.03412462908011869,0.1172106824925816,0.22106824925816024,0.32344213649851633,0.3115727002967359,203,2,19,49,80,52,0.009852216748768473,0.09359605911330049,0.2413793103448276,0.39408866995073893,0.2561576354679803
49,OSCEOLA,0932,NA,47,45,43,298,5,60,100,B,C,NA,B,B,B,B,B,C,B,B,B,B,A,A,C,B,B,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,84.7,93.7,Combination,84,79,NA,NA,BELLALAGO CHARTER ACADEMY,822,265,179,185,126,67,0.3223844282238443,0.21776155717761558,0.22506082725060828,0.15328467153284672,0.08150851581508516,749,280,147,168,124,29,0.37383177570093457,0.19626168224299065,0.22429906542056074,0.16555407209612816,0.03871829105473965
49,OSCEOLA,0991,NA,63,70,72,383,5,77,99,A,B,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,YES,N,04,66.5,55.4,Combination,84,94,NA,NA,CANOE CREEK K-8,795,147,151,188,194,116,0.18490566037735848,0.189937106918239,0.23647798742138365,0.2440251572327044,0.1459119496855346,697,79,136,204,172,107,0.1133428981348637,0.1951219512195122,0.2926829268292683,0.2467718794835007,0.15351506456241032
49,OSCEOLA,7004,NA,84,58,86,546,7,78,99,A,A,A,A,A,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,NO,N,04,70.1,19,Combination,95,58,100,65,OSCEOLA VIRTUAL FRANCHISE (SECONDARY),129,6,15,39,46,23,0.046511627906976744,0.11627906976744186,0.3023255813953488,0.35658914728682173,0.17829457364341086,75,8,20,18,21,4,0.10666666666666667,0.26666666666666666,0.24,0.28,0.05333333333333334
49,OSCEOLA,7030,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,74.2,12.9,Combination,NA,NA,NA,NA,VIRTUAL PREPARATORY ACADEMY OF FLORIDA,96,41,19,10,10,1,0.4270833333333333,0.19791666666666666,0.10416666666666667,0.10416666666666667,0.010416666666666666,95,43,18,12,4,3,0.45263157894736844,0.18947368421052632,0.12631578947368421,0.042105263157894736,0.031578947368421054
50,PALM BEACH,0011,NA,61,68,57,349,5,70,100,A,A,NA,C,C,C,C,B,B,B,A,A,A,A,A,A,B,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,NO,N,04,73.9,93.4,Combination,85,78,NA,NA,HIDDEN OAKS K-8,484,98,90,132,105,59,0.2024793388429752,0.1859504132231405,0.2727272727272727,0.21694214876033058,0.12190082644628099,469,89,62,122,126,72,0.18976545842217485,0.13219616204690832,0.2601279317697228,0.26865671641791045,0.1535181236673774
50,PALM BEACH,0131,NA,64,61,57,360,5,72,100,A,A,NA,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,C,N,NA,NO,NO,N,04,62.8,91.4,Combination,90,88,NA,NA,THE CONSERVATORY SCHOOL AT NORTH PALM BEACH,548,98,105,144,118,80,0.17883211678832117,0.19160583941605838,0.26277372262773724,0.21532846715328466,0.145985401459854,466,108,87,111,97,64,0.2317596566523605,0.18669527896995708,0.23819742489270387,0.20815450643776823,0.13733905579399142
50,PALM BEACH,0664,NA,42,62,0,104,3,35,100,C,A,NA,B,B,A,B,A,B,C,B,A,A,A,A,A,B,D,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,91.8,100,Combination,NA,NA,NA,NA,ACADEMY FOR POSITIVE LEARNING,64,15,17,9,4,4,0.234375,0.265625,0.140625,0.0625,0.0625,64,12,8,16,10,3,0.1875,0.125,0.25,0.15625,0.046875
50,PALM BEACH,0681,NA,47,50,50,341,5,68,100,A,A,NA,B,C,B,C,C,B,A,A,A,A,A,B,A,A,B,A,B,A,A,D,F,N,NA,NO,YES,N,04,86.3,100,Combination,100,94,NA,NA,NORTH GRADE K-8,395,147,82,64,62,41,0.3721518987341772,0.20759493670886076,0.1620253164556962,0.1569620253164557,0.10379746835443038,378,150,56,68,62,43,0.3968253968253968,0.14814814814814814,0.17989417989417988,0.164021164021164,0.11375661375661375
50,PALM BEACH,0871,NA,45,50,44,213,4,53,100,C,C,NA,C,B,C,C,C,C,B,A,B,C,C,A,C,C,C,B,B,C,C,C,D,N,NA,NO,YES,N,04,79.7,100,Combination,74,NA,NA,NA,PLUMOSA SCHOOL OF THE ARTS,477,147,115,92,76,46,0.3081761006289308,0.24109014675052412,0.1928721174004193,0.15932914046121593,0.09643605870020965,477,143,89,129,69,47,0.29979035639413,0.18658280922431866,0.27044025157232704,0.14465408805031446,0.09853249475890985
50,PALM BEACH,1451,NA,79,87,81,335,4,84,100,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,N,NA,NO,NO,N,04,30.5,30.8,Combination,88,NA,NA,NA,ADDISON MIZNER SCHOOL,634,44,89,182,182,139,0.0694006309148265,0.14037854889589904,0.2870662460567823,0.2870662460567823,0.2192429022082019,610,19,59,128,217,186,0.03114754098360656,0.09672131147540984,0.2098360655737705,0.3557377049180328,0.30491803278688523
50,PALM BEACH,1661,NA,72,75,63,381,5,76,100,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,N,NA,NO,NO,N,04,49.7,46.6,Combination,92,79,NA,NA,VERDE K-8,839,101,157,225,206,151,0.12038140643623362,0.1871275327771156,0.26817640047675806,0.24553039332538737,0.1799761620977354,752,91,112,206,192,153,0.12101063829787234,0.14893617021276595,0.27393617021276595,0.2553191489361702,0.20345744680851063
50,PALM BEACH,1771,NA,31,36,41,346,7,49,96,C,C,NA,C,C,C,C,C,D,D,C,D,B,C,C,D,C,C,C,D,F,D,D,D,N,NA,NO,YES,N,04,96.2,100,Combination,45,56,100,37,PAHOKEE MIDDLE-SENIOR HIGH,617,277,165,89,61,26,0.44894651539708263,0.26742301458670986,0.14424635332252836,0.09886547811993517,0.04213938411669368,369,115,106,105,31,13,0.3116531165311653,0.2872628726287263,0.2845528455284553,0.08401084010840108,0.03523035230352303
50,PALM BEACH,2811,NA,31,29,22,359,7,51,99,C,C,NA,C,C,C,C,C,C,C,C,C,C,B,B,C,C,C,C,N,NA,NA,NA,NA,N,NA,NO,YES,N,04,99.2,100,Combination,33,69,100,75,VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER,321,134,86,63,25,15,0.4174454828660436,0.26791277258566976,0.19626168224299065,0.0778816199376947,0.04672897196261682,269,126,67,50,19,8,0.4684014869888476,0.24907063197026022,0.18587360594795538,0.07063197026022305,0.02973977695167286
50,PALM BEACH,2911,NA,78,83,74,394,5,79,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NA,C,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,56.4,48.69999999999999,Combination,94,65,NA,NA,WESTERN ACADEMY CHARTER SCHOOL,389,18,66,115,111,77,0.04627249357326478,0.16966580976863754,0.29562982005141386,0.2853470437017995,0.19794344473007713,342,18,39,86,107,93,0.05263157894736842,0.11403508771929824,0.25146198830409355,0.3128654970760234,0.2719298245614035
50,PALM BEACH,3381,NA,59,59,56,313,5,63,100,B,B,NA,A,A,B,A,C,B,B,B,A,C,A,B,A,B,B,B,C,N,NA,NA,NA,N,NA,YES,NO,N,04,55.5,40.2,Combination,76,63,NA,NA,IMAGINE SCHOOLS CHANCELLOR CAMPUS,680,104,168,193,140,73,0.15294117647058825,0.24705882352941178,0.2838235294117647,0.20588235294117646,0.10735294117647058,624,114,125,164,154,66,0.18269230769230768,0.20032051282051283,0.26282051282051283,0.2467948717948718,0.10576923076923077
50,PALM BEACH,3382,NA,NA,NA,NA,NA,NA,NA,NA,I,C,NA,D,C,C,F,NA,C,B,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,95.5,100,Combination,NA,NA,NA,NA,"GLADES ACADEMY, INC",183,89,58,28,6,2,0.48633879781420764,0.31693989071038253,0.15300546448087432,0.03278688524590164,0.01092896174863388,167,63,45,30,25,4,0.3772455089820359,0.2694610778443114,0.17964071856287425,0.1497005988023952,0.023952095808383235
50,PALM BEACH,3395,NA,42,42,37,174,4,44,100,C,D,NA,B,C,C,B,B,B,B,B,A,A,B,A,C,A,C,P,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,92.5,100,Combination,53,NA,NA,NA,SOMERSET ACADEMY JFK CHARTER SCHOOL,334,113,82,70,49,20,0.3383233532934132,0.24550898203592814,0.20958083832335328,0.1467065868263473,0.059880239520958084,334,121,72,69,47,24,0.36227544910179643,0.2155688622754491,0.20658682634730538,0.1407185628742515,0.0718562874251497
50,PALM BEACH,3431,NA,67,76,69,373,5,75,100,A,A,NA,A,A,B,B,C,C,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,93.9,86.2,Combination,81,80,NA,NA,RENAISSANCE CHARTER SCHOOL AT WEST PALM BEACH,631,66,137,213,148,67,0.1045958795562599,0.21711568938193343,0.3375594294770206,0.23454833597464342,0.10618066561014262,551,32,79,152,169,118,0.05807622504537205,0.14337568058076225,0.27586206896551724,0.30671506352087113,0.21415607985480944
50,PALM BEACH,3924,NA,29,16,30,293,7,42,99,C,C,NA,C,C,C,C,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,80.2,100,Combination,51,48,90,29,PALM BEACH MARITIME ACADEMY SECONDARY,408,192,92,71,39,13,0.47058823529411764,0.22549019607843138,0.17401960784313725,0.09558823529411764,0.031862745098039214,272,149,71,41,12,0,0.5477941176470589,0.2610294117647059,0.15073529411764705,0.04411764705882353,0
50,PALM BEACH,3961,NA,52,54,43,278,5,56,100,B,B,NA,B,A,A,C,A,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,78.2,68.5,Combination,66,63,NA,NA,GARDENS SCHOOL OF TECHNOLOGY ARTS INC,241,59,54,66,41,20,0.24481327800829875,0.22406639004149378,0.27385892116182575,0.17012448132780084,0.08298755186721991,218,42,58,61,34,24,0.1926605504587156,0.26605504587155965,0.2798165137614679,0.1559633027522936,0.11009174311926606
50,PALM BEACH,4001,NA,57,55,63,330,5,66,100,B,C,NA,A,B,B,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,85.3,76.2,Combination,75,80,NA,NA,RENAISSANCE CHARTER SCHOOL AT WELLINGTON,493,111,120,130,88,42,0.22515212981744423,0.2434077079107505,0.26369168356997974,0.17849898580121704,0.08519269776876268,443,103,98,132,71,39,0.2325056433408578,0.22121896162528218,0.2979683972911964,0.16027088036117382,0.08803611738148984
50,PALM BEACH,4002,NA,41,45,44,277,5,55,100,C,C,NA,B,B,C,C,C,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,92.4,80.9,Combination,76,71,NA,NA,RENAISSANCE CHARTER SCHOOL AT SUMMIT,745,285,171,154,97,37,0.3825503355704698,0.2295302013422819,0.20671140939597316,0.13020134228187918,0.049664429530201344,684,239,137,161,84,59,0.34941520467836257,0.20029239766081872,0.23538011695906433,0.12280701754385964,0.08625730994152046
50,PALM BEACH,4020,NA,51,47,44,305,5,61,100,B,C,NA,A,B,B,B,A,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,80.5,68.10000000000002,Combination,81,82,NA,NA,FRANKLIN ACADEMY - BOYNTON BEACH,837,203,203,223,142,64,0.24253285543608125,0.24253285543608125,0.26642771804062126,0.16965352449223417,0.07646356033452807,765,221,182,207,115,39,0.28888888888888886,0.23790849673202613,0.27058823529411763,0.1503267973856209,0.050980392156862744
50,PALM BEACH,4030,NA,50,30,42,201,4,50,99,C,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,75.7,34.69999999999999,Combination,79,NA,NA,NA,OLYMPUS INTERNATIONAL ACADEMY,146,59,26,34,19,8,0.4041095890410959,0.1780821917808219,0.2328767123287671,0.13013698630136986,0.0547945205479452,146,57,43,24,11,11,0.3904109589041096,0.2945205479452055,0.1643835616438356,0.07534246575342465,0.07534246575342465
50,PALM BEACH,4031,NA,NA,NA,NA,NA,NA,NA,NA,I,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,67.2,90.10000000000002,Combination,NA,NA,NA,NA,SOMERSET ACADEMY WELLINGTON K-8,299,62,59,82,69,27,0.20735785953177258,0.19732441471571907,0.27424749163879597,0.23076923076923078,0.0903010033444816,286,57,55,80,70,24,0.1993006993006993,0.19230769230769232,0.27972027972027974,0.24475524475524477,0.08391608391608392
50,PALM BEACH,4050,NA,47,46,37,243,5,49,97,C,C,NA,C,C,C,D,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,93.9,75.8,Combination,55,58,NA,NA,RENAISSANCE CHARTER SCHOOL AT CYPRESS,515,135,140,123,80,35,0.2621359223300971,0.27184466019417475,0.23883495145631067,0.1553398058252427,0.06796116504854369,470,140,102,135,60,32,0.2978723404255319,0.2170212765957447,0.2872340425531915,0.1276595744680851,0.06808510638297872
50,PALM BEACH,4051,NA,41,32,37,192,5,38,96,C,B,NA,B,C,C,C,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,95.3,73.3,Combination,34,48,NA,NA,RENAISSANCE CHARTER SCHOOL AT CENTRAL PALM,529,187,136,93,80,31,0.3534971644612476,0.2570888468809074,0.17580340264650285,0.15122873345935728,0.05860113421550094,462,211,112,75,39,25,0.45670995670995673,0.24242424242424243,0.16233766233766234,0.08441558441558442,0.05411255411255411
50,PALM BEACH,4061,NA,50,49,41,289,5,58,99,B,C,NA,A,A,A,C,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,70.2,53.4,Combination,73,76,NA,NA,FRANKLIN ACADEMY- PALM BEACH GARDENS,648,153,161,160,121,50,0.2361111111111111,0.24845679012345678,0.24691358024691357,0.1867283950617284,0.07716049382716049,581,142,149,163,90,37,0.24440619621342513,0.25645438898450945,0.28055077452667815,0.1549053356282272,0.06368330464716007
50,PALM BEACH,4080,NA,25,26,14,85,4,21,99,F,D,NA,C,C,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,04,98.6,100,Combination,20,NA,NA,NA,UNIVERSITY PREPARATORY ACADEMY PALM BEACH,197,93,54,33,14,3,0.4720812182741117,0.27411167512690354,0.16751269035532995,0.07106598984771574,0.015228426395939087,195,95,42,35,17,6,0.48717948717948717,0.2153846153846154,0.1794871794871795,0.08717948717948718,0.03076923076923077
50,PALM BEACH,4102,NA,54,52,26,192,4,48,98,C,C,NA,B,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,64.9,86.5,Combination,60,NA,NA,NA,BRIDGE PREP ACADEMY OF PALM BEACH,112,18,23,26,22,6,0.16071428571428573,0.20535714285714285,0.23214285714285715,0.19642857142857142,0.05357142857142857,111,30,16,28,16,4,0.2702702702702703,0.14414414414414414,0.25225225225225223,0.14414414414414414,0.036036036036036036
50,PALM BEACH,4103,NA,43,45,51,462,7,66,97,B,C,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,04,70.5,63.3,Combination,63,80,100,80,SLAM BOCA,814,312,179,150,123,48,0.3832923832923833,0.2199017199017199,0.18427518427518427,0.1511056511056511,0.05896805896805897,434,129,108,122,60,17,0.29723502304147464,0.2488479262672811,0.28110599078341014,0.1382488479262673,0.03917050691244239
50,PALM BEACH,7001,302,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,NO,N,04,NA,NA,Combination,NA,NA,NA,NA,PALM BEACH VIRTUAL INSTRUCTION PROGRAM,73,8,8,11,10,6,0.1095890410958904,0.1095890410958904,0.1506849315068493,0.136986301369863,0.0821917808219178,54,10,5,7,8,2,0.18518518518518517,0.09259259259259259,0.12962962962962962,0.14814814814814814,0.037037037037037035
50,PALM BEACH,7004,NA,94,92,91,602,7,86,99,A,A,NA,A,A,A,A,A,B,NA,A,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,NO,N,04,44.2,11.1,Combination,91,67,100,67,PALM BEACH VIRTUAL FRANCHISE,48,0,1,3,10,9,0,0.020833333333333332,0.0625,0.20833333333333334,0.1875,16,0,0,0,0,0,0,0,0,0,0
51,PASCO,0951,NA,38,44,39,234,5,47,98,C,D,NA,C,C,C,D,C,D,C,C,B,A,A,C,B,B,C,C,B,C,C,C,B,N,NA,NO,YES,N,04,31,80,Combination,67,46,NA,NA,HUDSON ACADEMY,890,350,224,170,97,46,0.39325842696629215,0.251685393258427,0.19101123595505617,0.10898876404494381,0.051685393258426963,852,289,202,196,107,61,0.3392018779342723,0.23708920187793428,0.2300469483568075,0.1255868544600939,0.0715962441314554
