y,d,s,g,c,fixorder,sub,inexp_tot,exp_tot,total_unk_tot,total_tot,inexp_r_tot,ineff_tot,otheval_tot,noeval_tot,ineff_r_tot,temponly_tot
1819,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,23,91,0,114,20.2,0,113,1,0,5
1819,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,3,2,0,5,60,0,1,4,0,
1920,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,11,104,0,115,9.6,0,0,115,0,4
1920,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,2,2,5,20,0,0,5,0,
2021,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,8,109,0,117,6.8,0,115,2,0,3
2021,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,2,2,5,20,0,0,5,0,
2122,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,9,96,0,105,8.6,0,104,1,0,3
2122,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,2,1,4,25,0,0,4,0,
2223,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,14,91,0,105,13.3,0,104,1,0,4
2223,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,4151,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,2,1,1,4,50,0,0,4,0,
1718,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,25,78,0,103,24.3,1,101,1,0.97,7
1718,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,3,2,6,16.7,0,0,6,0,
1819,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,25,74,0,99,25.3,2,97,0,2.02,5
1819,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,2,3,1,6,33.3,0,0,6,0,
1920,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,16,80,0,96,16.7,0,0,96,0,5
1920,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,2,3,1,6,33.3,0,0,6,0,
2021,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,18,82,0,100,18,0,97,3,0,8
2021,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,3,1,5,20,0,0,5,0,
2122,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,13,85,0,98,13.3,0,97,1,0,3
2122,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,2,4,25,0,0,4,0,
2223,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,15,81,0,96,15.6,0,96,0,0,6
2223,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,4221,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,2,4,25,0,0,4,0,
1718,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,25,96,0,121,20.7,1,120,0,0.83,8
1718,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,2,0,4,6,33.3,0,0,6,0,
1819,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,24,93,0,117,20.5,1,114,2,0.85,8
1819,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,2,2,5,20,0,0,5,0,
1920,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,30,88,0,118,25.4,0,0,118,0,12
1920,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,2,4,6,0,0,0,6,0,
2021,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,27,89,0,116,23.3,0,113,3,0,13
2021,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,2,3,5,0,0,0,5,0,
2122,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,18,85,0,103,17.5,1,100,2,0.97,7
2122,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,2,2,4,0,0,0,4,0,
2223,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,18,80,0,98,18.4,0,95,3,0,7
2223,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,4731,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,1,3,4,0,0,0,4,0,
1718,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,28,6,0,34,82.4,0,33,1,0,4
1718,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,1,0,0,
1718,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,1,2,0,0,2,0,0,
1819,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,31,3,0,34,91.2,0,33,1,0,5
1819,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,1,0,0,
1819,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,1,2,0,0,2,0,0,
1920,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,28,3,0,31,90.3,0,0,31,0,4
1920,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,0,2,0,
2021,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,27,3,0,30,90,0,25,5,0,6
2021,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,1,0,0,
2021,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,1,1,0,
2122,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,26,8,0,34,76.5,0,23,11,0,3
2122,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2122,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,2,0,0,
2223,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,20,9,0,29,69,0,1,28,0,2
2223,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,6634,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,0,1,2,50,0,0,2,0,
1718,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,19,1,0,20,95,0,9,11,0,5
1718,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1718,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,18,1,0,19,94.7,0,12,7,0,6
1819,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1819,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1920,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,18,1,0,19,94.7,0,0,19,0,5
1920,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,2,2,0,0,0,2,0,
1920,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,0,2,0,
2021,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,27,2,0,29,93.1,0,27,2,0,9
2021,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2021,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,0,2,0,
2122,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,26,2,0,28,92.9,1,25,2,3.57,5
2122,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2122,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,23,2,0,25,92,0,21,4,0,4
2223,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,1,0,0,
2223,29,6661,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,2,0,0,
1920,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,11,2,0,13,84.6,0,0,13,0,2
1920,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1920,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,0,0,,0,0,0,,
2021,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,22,1,0,23,95.7,0,16,7,0,5
2021,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,1,0,0,
2021,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,31,1,0,32,96.9,0,24,8,0,6
2122,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,1,0,0,
2122,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,36,0,0,36,100,0,31,5,0,6
2223,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2223,29,7827,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2021,29,7832,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,20,1,0,21,95.2,0,16,5,0,9
2021,29,7832,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2021,29,7832,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,7832,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,19,4,0,23,82.6,0,15,8,0,11
2122,29,7832,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,1,0,0,
2122,29,7832,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,1,0,0,
2223,29,7832,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,27,4,0,31,87.1,1,18,12,3.23,19
2223,29,7832,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,1,0,0,
2223,29,7832,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,1,1,0,0,1,0,0,
2223,29,7834,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,0,0,0,0,,0,0,0,,0
2223,29,7834,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,1,0,0,
2223,29,7834,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,0,0,,0,0,0,,
2223,29,0011,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,11,73,0,84,13.1,0,80,4,0,5
2223,29,0011,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0011,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,0,2,0,
1718,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,23,104,0,127,18.1,0,120,7,0,2
1718,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,0,3,4,25,0,0,4,0,
1819,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,19,99,0,118,16.1,0,111,7,0,2
1819,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,3,1,0,4,75,0,0,4,0,
1920,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,21,94,0,115,18.3,0,0,115,0,5
1920,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,2,1,0,3,66.7,0,0,3,0,
2021,29,0069,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,14,90,0,104,13.5,0,99,5,0,4
2021,29,0069,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0069,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,3,1,0,4,75,0,0,4,0,
2122,29,0069,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,6,92,0,98,6.1,0,93,5,0,3
2122,29,0069,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0069,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,2,1,0,3,66.7,0,0,3,0,
2223,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,10,86,0,96,10.4,0,93,3,0,3
2223,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0069,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,2,1,0,3,66.7,0,0,3,0,
2021,29,0106,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,27,83,0,110,24.5,0,106,4,0,9
2021,29,0106,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0106,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,2,1,4,25,0,0,4,0,
2122,29,0106,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,38,103,0,141,27,0,133,8,0,22
2122,29,0106,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0106,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,3,1,5,20,0,0,5,0,
2223,29,0106,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,43,121,0,164,26.2,1,157,6,0.61,27
2223,29,0106,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0106,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,3,2,6,16.7,0,0,6,0,
1718,29,0682,School Chart,High Minority/High Poverty/Title I,10,Teachers,9,22,0,31,29,0,30,1,0,3
1718,29,0682,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0682,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,3,3,0,0,0,3,0,
1819,29,0682,School Chart,High Minority/High Poverty/Title I,10,Teachers,15,50,0,65,23.1,0,62,3,0,6
1819,29,0682,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0682,School Chart,High Minority/High Poverty/Title I,10,Other,1,0,3,4,25,0,0,4,0,
1920,29,0682,School Chart,High Minority/High Poverty/Title I,10,Teachers,20,59,0,79,25.3,0,0,79,0,10
1920,29,0682,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0682,School Chart,High Minority/High Poverty/Title I,10,Other,2,0,2,4,50,0,0,4,0,
2021,29,0682,School Chart,High Minority/High Poverty/Title I,10,Teachers,26,52,0,78,33.3,1,71,6,1.28,17
2021,29,0682,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0682,School Chart,High Minority/High Poverty/Title I,10,Other,2,0,2,4,50,0,0,4,0,
2122,29,0682,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,21,55,0,76,27.6,0,72,4,0,13
2122,29,0682,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0682,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,1,1,0,2,50,0,0,2,0,
2223,29,0682,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,17,42,0,59,28.8,0,55,4,0,10
2223,29,0682,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0682,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Teachers,1,38,0,39,2.6,0,37,2,0,0
1718,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,2561,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,1,44,0,45,2.2,0,43,2,0,0
1819,29,2561,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,2561,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1920,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Teachers,4,49,0,53,7.5,0,0,53,0,0
1920,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2021,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Teachers,7,55,0,62,11.3,1,58,3,1.61,2
2021,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Other,1,1,0,2,50,0,0,2,0,
2122,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Teachers,3,52,0,55,5.5,1,51,3,1.82,2
2122,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2122,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Other,1,0,1,2,50,0,0,2,0,
2223,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Teachers,2,50,0,52,3.8,0,48,4,0,1
2223,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2223,29,2561,School Chart,Low Minority/Mid-Range Poverty/Non-Title I,10,Other,1,0,1,2,50,0,0,2,0,
1718,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,6,38,0,44,13.6,0,42,2,0,1
1718,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,4,47,0,51,7.8,0,49,2,0,0
1819,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
1920,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,6,54,0,60,10,0,0,60,0,1
1920,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
2021,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,9,52,0,61,14.8,1,54,6,1.64,2
2021,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,2,0,0,2,100,0,0,2,0,
2122,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,4,50,0,54,7.4,0,52,2,0,2
2122,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,0,1,2,50,0,0,2,0,
2223,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,6,49,0,55,10.9,0,53,2,0,1
2223,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,2771,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,1,0,2,50,0,0,2,0,
1718,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,19,39,0,58,32.8,0,54,4,0,2
1718,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1819,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,21,49,0,70,30,0,62,8,0,2
1819,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
1920,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,23,53,0,76,30.3,0,0,76,0,3
1920,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
2021,29,3381,School Chart,High Minority/High Poverty/Title I,10,Teachers,31,46,0,77,40.3,0,65,12,0,8
2021,29,3381,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,3381,School Chart,High Minority/High Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
2122,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,28,44,0,72,38.9,0,68,4,0,6
2122,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,3381,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
2223,29,3381,School Chart,High Minority/High Poverty/Title I,10,Teachers,27,39,0,66,40.9,0,64,2,0,9
2223,29,3381,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,3381,School Chart,High Minority/High Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
1718,29,3802,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,11,48,0,59,18.6,0,55,4,0,1
1718,29,3802,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,3802,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,1,0,2,50,0,0,2,0,
1819,29,3802,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,6,48,0,54,11.1,0,54,0,0,0
1819,29,3802,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,3802,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,1,0,2,50,0,0,2,0,
1920,29,3802,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,9,48,0,57,15.8,0,0,57,0,1
